Timestamp,User Count,Type,Name,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%,Total Request Count,Total Failure Count,Total Median Response Time,Total Average Response Time,Total Min Response Time,Total Max Response Time,Total Average Content Size
1787657992,0,,Aggregated,0.000000,0.000000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0.0,0,0,0
1787657993,5,GET,/feed,0.000000,0.000000,0,0,0,0,0,0,0,0,0,0,0,4,0,350,384.1549689987005,282.83195800031535,466.3453339962871,3908.0
1787657993,5,POST,/follow,0.000000,0.000000,0,0,0,0,0,0,0,0,0,0,0,1,0,62.31554099940695,62.31554099940695,62.31554099940695,62.31554099940695,17.0
1787657993,5,,Aggregated,0.000000,0.000000,0,0,0,0,0,0,0,0,0,0,0,5,0,350,319.7870833988418,62.31554099940695,466.3453339962871,3129.8
1787657994,10,GET,/feed,0.000000,0.000000,0,0,0,0,0,0,0,0,0,0,0,8,0,72,220.72465650035156,51.24183400039328,466.3453339962871,3908.0
1787657994,10,POST,/follow,0.000000,0.000000,62,62,62,62,62,62,62,62,62,62,62,1,0,62.31554099940695,62.31554099940695,62.31554099940695,62.31554099940695,17.0
1787657994,10,POST,/posts,0.000000,0.000000,0,0,0,0,0,0,0,0,0,0,0,3,0,56,44.15048599912552,18.10762500099372,58.48695799795678,169.0
1787657994,10,,Aggregated,0.000000,0.000000,58,280,350,350,440,470,470,470,470,470,470,12,0,58,163.38035424996633,18.10762500099372,466.3453339962871,2649.0
1787657995,10,GET,/feed,0.000000,0.000000,44,52,54,54,72,72,72,72,72,72,72,13,0,52,148.35637838349123,20.945124997524545,466.3453339962871,3908.0
1787657995,10,POST,/follow,1.000000,0.000000,62,62,62,62,62,62,62,62,62,62,62,1,0,62.31554099940695,62.31554099940695,62.31554099940695,62.31554099940695,17.0
1787657995,10,POST,/posts,0.000000,0.000000,18,18,18,18,18,18,18,18,18,18,18,3,0,56,44.15048599912552,18.10762500099372,58.48695799795678,169.0
1787657995,10,,Aggregated,1.000000,0.000000,54,58,280,280,440,470,470,470,470,470,470,17,0,54,124.90587752836291,18.10762500099372,466.3453339962871,3019.294117647059
1787657996,10,GET,/feed,3.000000,0.000000,42,46,52,52,54,72,72,72,72,72,72,17,0,51,123.29091188140035,20.945124997524545,466.3453339962871,3908.0
1787657996,10,POST,/follow,0.500000,0.000000,62,62,62,62,62,62,62,62,62,62,62,1,0,62.31554099940695,62.31554099940695,62.31554099940695,62.31554099940695,17.0
1787657996,10,POST,/posts,1.000000,0.000000,20,20,20,20,20,20,20,20,20,20,20,4,0,20,38.01648949774972,18.10762500099372,58.48695799795678,169.0
1787657996,10,,Aggregated,4.500000,0.000000,51,54,58,72,350,440,470,470,470,470,470,22,0,51,105.01486368064599,18.10762500099372,466.3453339962871,3051.318181818182
1787657997,10,GET,/feed,2.666667,0.000000,44,46,46,52,54,72,72,72,72,72,72,20,0,46,110.84077514933597,20.945124997524545,466.3453339962871,3908.0
1787657997,10,POST,/follow,0.333333,0.000000,62,62,62,62,62,62,62,62,62,62,62,1,0,62.31554099940695,62.31554099940695,62.31554099940695,62.31554099940695,17.0
1787657997,10,POST,/posts,1.000000,0.000000,18,18,20,20,20,20,20,20,20,20,20,5,0,20,32.19323319790419,8.900207998522092,58.48695799795678,169.0
1787657997,10,,Aggregated,4.000000,0.000000,46,52,56,72,350,440,470,470,470,470,470,26,0,46,93.84989269137105,8.900207998522092,466.3453339962871,3039.3076923076924
1787657998,10,GET,/feed,3.250000,0.000000,42,45,46,46,54,72,72,72,72,72,72,23,0,45,100.03852543424885,20.945124997524545,466.3453339962871,3908.0
1787657998,10,POST,/follow,0.250000,0.000000,13,13,62,62,62,62,62,62,62,62,62,3,0,13,26.250902665196918,3.4803749949787743,62.31554099940695,17.0
1787657998,10,POST,/posts,0.750000,0.000000,18,18,20,20,20,20,20,20,20,20,20,6,0,18,27.70879166443289,5.286583997076377,58.48695799795678,169.0
1787657998,10,,Aggregated,4.250000,0.000000,42,51,54,56,280,440,470,470,470,470,470,32,0,42,79.55911071780974,3.4803749949787743,466.3453339962871,2842.15625
1787657999,10,GET,/feed,3.400000,0.000000,37,44,45,46,52,54,72,72,72,72,72,27,0,44,90.49512351851229,20.945124997524545,466.3453339962871,3908.0
1787657999,10,POST,/follow,0.200000,0.000000,13,13,62,62,62,62,62,62,62,62,62,3,0,13,26.250902665196918,3.4803749949787743,62.31554099940695,17.0
1787657999,10,POST,/posts,0.800000,0.000000,18,18,20,20,20,20,20,20,20,20,20,6,0,18,27.70879166443289,5.286583997076377,58.48695799795678,169.0
1787657999,10,,Aggregated,4.400000,0.000000,42,46,52,56,280,440,470,470,470,470,470,36,0,42,74.67704980505611,3.4803749949787743,466.3453339962871,2960.5833333333335
1787658000,10,GET,/feed,3.333333,0.000000,37,44,45,46,52,54,72,72,72,72,72,32,0,42,81.80721359349263,20.945124997524545,466.3453339962871,3908.0
1787658000,10,POST,/follow,0.166667,0.000000,13,13,62,62,62,62,62,62,62,62,62,3,0,13,26.250902665196918,3.4803749949787743,62.31554099940695,17.0
1787658000,10,POST,/posts,0.833333,0.000000,18,18,20,20,20,20,20,20,20,20,20,6,0,18,27.70879166443289,5.286583997076377,58.48695799795678,169.0
1787658000,10,,Aggregated,4.333333,0.000000,42,46,52,54,280,440,470,470,470,470,470,41,0,42,69.82527543838908,3.4803749949787743,466.3453339962871,3076.121951219512
1787658001,10,GET,/feed,3.285714,0.000000,37,44,44,45,51,54,72,72,72,72,72,37,0,42,75.31615994584344,19.11370900052134,466.3453339962871,3908.0
1787658001,10,POST,/follow,0.428571,0.000000,13,13,62,62,62,62,62,62,62,62,62,3,0,13,26.250902665196918,3.4803749949787743,62.31554099940695,17.0
1787658001,10,POST,/posts,0.857143,0.000000,9,18,18,20,20,20,20,20,20,20,20,7,0,18,24.598529713070352,5.286583997076377,58.48695799795678,169.0
1787658001,10,,Aggregated,4.571429,0.000000,42,44,51,52,72,350,470,470,470,470,470,47,0,42,64.63064540389979,3.4803749949787743,466.3453339962871,3102.7659574468084
1787658002,10,GET,/feed,3.500000,0.000000,41,44,44,46,51,54,72,72,72,72,72,39,0,42,73.69956628192598,19.11370900052134,466.3453339962871,3908.0
1787658002,10,POST,/follow,0.375000,0.000000,13,13,62,62,62,62,62,62,62,62,62,3,0,13,26.250902665196918,3.4803749949787743,62.31554099940695,17.0
1787658002,10,POST,/posts,0.750000,0.000000,11,11,18,18,20,20,20,20,20,20,20,8,0,11,22.899249998772575,5.286583997076377,58.48695799795678,169.0
1787658002,10,,Aggregated,4.625000,0.000000,41,44,46,52,72,350,470,470,470,470,470,50,0,41,62.72459585961769,3.4803749949787743,466.3453339962871,3076.3
1787658003,10,GET,/feed,3.555556,0.000000,41,43,44,45,51,54,72,72,72,72,72,42,0,42,70.55875004741773,19.11370900052134,466.3453339962871,3908.0
1787658003,10,POST,/follow,0.333333,0.000000,13,13,62,62,62,62,62,62,62,62,62,3,0,13,26.250902665196918,3.4803749949787743,62.31554099940695,17.0
1787658003,10,POST,/posts,0.666667,0.000000,15,16,17,18,20,20,20,20,20,20,20,11,0,16,21.056598361941393,5.286583997076377,58.48695799795678,169.0
1787658003,10,,Aggregated,4.555556,0.000000,30,42,44,44,46,52,72,72,72,72,72,56,0,37,58.46147842800877,3.4803749949787743,466.3453339962871,2965.1071428571427
1787658004,10,GET,/feed,3.700000,0.000000,41,43,44,44,46,51,52,52,52,52,52,45,0,42,68.79949171109021,19.11370900052134,466.3453339962871,3908.0
1787658004,10,POST,/follow,0.300000,0.000000,13,13,62,62,62,62,62,62,62,62,62,4,0,9,21.82579149848607,3.4803749949787743,62.31554099940695,17.0
1787658004,10,POST,/posts,0.700000,0.000000,15,16,17,18,20,20,20,20,20,20,20,12,0,15,20.501850581543597,5.286583997076377,58.48695799795678,169.0
1787658004,10,,Aggregated,4.700000,0.000000,30,42,43,44,46,46,52,52,52,52,52,61,0,37,56.218073770025036,3.4803749949787743,466.3453339962871,2917.311475409836
1787658005,10,GET,/feed,3.900000,0.000000,42,43,44,45,46,48,51,51,51,51,51,47,0,42,67.47416140415032,19.11370900052134,466.3453339962871,3908.0
1787658005,10,POST,/follow,0.200000,0.000000,9,9,13,13,13,13,13,13,13,13,13,4,0,9,21.82579149848607,3.4803749949787743,62.31554099940695,17.0
1787658005,10,POST,/posts,0.800000,0.000000,14,15,16,16,17,20,20,20,20,20,20,15,0,15,19.093755464806843,5.286583997076377,58.48695799795678,169.0
1787658005,10,,Aggregated,4.900000,0.000000,30,42,43,44,46,46,51,51,51,51,51,66,0,33,53.71204672668352,3.4803749949787743,466.3453339962871,2822.409090909091
1787658006,10,GET,/feed,3.600000,0.000000,42,44,45,46,46,48,51,51,51,51,51,50,0,43,66.19969669991406,19.11370900052134,466.3453339962871,3908.0
1787658006,10,POST,/follow,0.200000,0.000000,13,13,21,21,21,21,21,21,21,21,21,5,0,13,21.694891598599497,3.4803749949787743,62.31554099940695,17.0
1787658006,10,POST,/posts,0.900000,0.000000,14,15,16,16,16,17,17,17,17,17,17,16,0,15,18.8082576855777,5.286583997076377,58.48695799795678,169.0
1787658006,10,,Aggregated,4.700000,0.000000,28,42,44,44,46,47,51,51,51,51,51,71,0,37,52.38579459095695,3.4803749949787743,466.3453339962871,2791.394366197183
1787658007,10,GET,/feed,3.700000,0.000000,41,44,44,46,46,48,51,51,51,51,51,55,0,43,63.275862908895675,19.11370900052134,466.3453339962871,3908.0
1787658007,10,POST,/follow,0.300000,0.000000,13,13,21,21,21,21,21,21,21,21,21,5,0,13,21.694891598599497,3.4803749949787743,62.31554099940695,17.0
1787658007,10,POST,/posts,0.900000,0.000000,14,15,16,16,16,17,17,17,17,17,17,16,0,15,18.8082576855777,5.286583997076377,58.48695799795678,169.0
1787658007,10,,Aggregated,4.900000,0.000000,28,42,43,44,46,47,51,51,51,51,51,76,0,33,51.17867159146714,3.4803749949787743,466.3453339962871,2864.8552631578946
1787658008,10,GET,/feed,3.400000,0.000000,41,44,44,46,46,48,51,51,51,51,51,58,0,42,61.698889396337044,19.11370900052134,466.3453339962871,3908.0
1787658008,10,POST,/follow,0.300000,0.000000,10,13,13,21,21,21,21,21,21,21,21,6,0,10,19.744437498350937,3.4803749949787743,62.31554099940695,17.0
1787658008,10,POST,/posts,1.200000,0.000000,14,15,16,16,16,17,17,17,17,17,17,17,0,15,18.199146939236122,5.286583997076377,58.48695799795678,169.0
1787658008,10,,Aggregated,4.900000,0.000000,30,42,43,44,46,47,51,51,51,51,51,81,0,33,49.461576641292204,3.4803749949787743,466.3453339962871,2835.0493827160494
1787658009,10,GET,/feed,3.300000,0.000000,42,44,44,46,46,48,51,51,51,51,51,61,0,42,60.43237708194074,19.11370900052134,466.3453339962871,3908.0
1787658009,10,POST,/follow,0.400000,0.000000,10,13,13,21,21,21,21,21,21,21,21,6,0,10,19.744437498350937,3.4803749949787743,62.31554099940695,17.0
1787658009,10,POST,/posts,1.200000,0.000000,13,15,15,16,16,17,17,17,17,17,17,20,0,13,16.891272798602586,5.286583997076377,58.48695799795678,169.0
1787658009,10,,Aggregated,4.900000,0.000000,27,42,43,44,46,47,51,51,51,51,51,87,0,32,47.61686302253497,3.4803749949787743,466.3453339962871,2780.114942528736
1787658010,10,GET,/feed,3.500000,0.000000,42,44,44,45,46,47,48,48,48,48,48,63,0,42,59.86753704755323,19.11370900052134,466.3453339962871,3908.0
1787658010,10,POST,/follow,0.400000,0.000000,10,13,14,14,21,21,21,21,21,21,21,8,0,10,17.691442623799958,3.4803749949787743,62.31554099940695,17.0
1787658010,10,POST,/posts,1.100000,0.000000,13,15,15,16,16,17,17,17,17,17,17,20,0,13,16.891272798602586,5.286583997076377,58.48695799795678,169.0
1787658010,10,,Aggregated,5.000000,0.000000,25,41,43,44,46,46,48,48,48,48,48,91,0,32,46.71441572481654,3.4803749949787743,466.3453339962871,2744.1758241758243
1787658011,10,GET,/feed,3.500000,0.000000,41,44,45,46,46,47,48,48,48,48,48,66,0,42,58.70424180278805,19.11370900052134,466.3453339962871,3908.0
1787658011,10,POST,/follow,0.300000,0.000000,10,10,14,14,21,21,21,21,21,21,21,9,0,10,16.38913410958291,3.4803749949787743,62.31554099940695,17.0
1787658011,10,POST,/posts,1.100000,0.000000,13,15,15,16,16,17,17,17,17,17,17,20,0,13,16.891272798602586,5.286583997076377,58.48695799795678,169.0
1787658011,10,,Aggregated,4.900000,0.000000,25,40,43,44,46,46,48,48,48,48,48,95,0,32,45.89271180991904,3.4803749949787743,466.3453339962871,2752.221052631579
1787658012,10,GET,/feed,3.300000,0.000000,42,44,45,45,46,47,48,48,48,48,48,71,0,42,57.339733577285024,19.11370900052134,466.3453339962871,3908.0
1787658012,10,POST,/follow,0.300000,0.000000,10,10,14,14,21,21,21,21,21,21,21,9,0,10,16.38913410958291,3.4803749949787743,62.31554099940695,17.0
1787658012,10,POST,/posts,1.400000,0.000000,13,15,15,16,16,17,17,17,17,17,17,21,0,13,16.66801180822187,5.286583997076377,58.48695799795678,169.0
1787658012,10,,Aggregated,5.000000,0.000000,27,40,43,44,46,46,47,48,48,48,48,101,0,33,45.2341736529321,3.4803749949787743,466.3453339962871,2783.861386138614
1787658013,10,GET,/feed,3.100000,0.000000,42,44,45,45,46,47,48,48,48,48,48,73,0,42,56.68062957516817,19.11370900052134,466.3453339962871,3908.0
1787658013,10,POST,/follow,0.500000,0.000000,9,10,14,14,21,21,21,21,21,21,21,10,0,9,15.588674898026511,3.4803749949787743,62.31554099940695,17.0
1787658013,10,POST,/posts,1.400000,0.000000,11,13,14,14,15,16,16,16,16,16,16,22,0,12,16.17726504429646,5.286583997076377,58.48695799795678,169.0
1787658013,10,,Aggregated,5.000000,0.000000,27,41,44,44,46,46,48,48,48,48,48,105,0,32,44.28069084706728,3.4803749949787743,466.3453339962871,2754.019047619048
1787658014,10,GET,/feed,2.900000,0.000000,38,43,44,45,46,47,48,48,48,48,48,78,0,41,54.706423089485796,19.11370900052134,466.3453339962871,3908.0
1787658014,10,POST,/follow,0.600000,0.000000,9,10,14,14,21,21,21,21,21,21,21,10,0,9,15.588674898026511,3.4803749949787743,62.31554099940695,17.0
1787658014,10,POST,/posts,1.300000,0.000000,10,12,13,13,15,16,16,16,16,16,16,23,0,12,15.862123085674323,5.286583997076377,58.48695799795678,169.0
1787658014,10,,Aggregated,4.800000,0.000000,27,38,42,44,46,46,48,48,48,48,48,111,0,32,43.13348271108708,3.4803749949787743,466.3453339962871,2782.711711711712
1787658015,10,GET,/feed,3.200000,0.000000,38,42,44,45,46,46,47,47,47,47,47,80,0,41,54.234731774795364,19.11370900052134,466.3453339962871,3908.0
1787658015,10,POST,/follow,0.600000,0.000000,10,10,14,14,21,21,21,21,21,21,21,10,0,9,15.588674898026511,3.4803749949787743,62.31554099940695,17.0
1787658015,10,POST,/posts,1.300000,0.000000,10,10,12,12,15,15,15,15,15,15,15,23,0,12,15.862123085674323,5.286583997076377,58.48695799795678,169.0
1787658015,10,,Aggregated,5.100000,0.000000,27,38,42,44,45,46,47,47,47,47,47,113,0,32,43.004372760481445,3.4803749949787743,466.3453339962871,2802.6283185840707
1787658016,10,GET,/feed,3.100000,0.000000,38,41,44,44,45,45,46,46,46,46,46,82,0,41,53.96021139011548,19.11370900052134,466.3453339962871,3908.0
1787658016,10,POST,/follow,0.700000,0.000000,9,10,10,14,21,21,21,21,21,21,21,13,0,9,13.994615382286542,3.4803749949787743,62.31554099940695,17.0
1787658016,10,POST,/posts,1.100000,0.000000,10,12,13,13,14,15,15,15,15,15,15,26,0,12,15.485645768002051,5.286583997076377,58.48695799795678,169.0
1787658016,10,,Aggregated,4.900000,0.000000,25,38,40,42,45,45,46,46,46,46,46,121,0,31,41.39912499113428,3.4803749949787743,466.3453339962871,2686.5371900826444
1787658017,10,GET,/feed,3.300000,0.000000,38,41,44,45,45,46,46,46,46,46,46,83,0,41,53.86502059027188,19.11370900052134,466.3453339962871,3908.0
1787658017,10,POST,/follow,0.600000,0.000000,9,10,10,12,14,14,14,14,14,14,14,14,0,9,13.849267855091187,3.4803749949787743,62.31554099940695,17.0
1787658017,10,POST,/posts,1.100000,0.000000,10,12,13,13,14,16,16,16,16,16,16,27,0,13,15.493614109733176,5.286583997076377,58.48695799795678,169.0
1787658017,10,,Aggregated,5.000000,0.000000,22,37,40,41,45,45,46,46,46,46,46,124,0,30,40.99204870908579,3.4803749949787743,466.3453339962871,2654.5564516129034
1787658018,10,GET,/feed,3.300000,0.000000,40,44,45,45,46,46,46,46,46,46,46,87,0,42,53.21295068948195,19.11370900052134,466.3453339962871,3908.0
1787658018,10,POST,/follow,0.600000,0.000000,8,9,10,12,14,14,14,14,14,14,14,15,0,9,13.211883331435578,3.4803749949787743,62.31554099940695,17.0
1787658018,10,POST,/posts,0.800000,0.000000,11,12,13,13,14,16,16,16,16,16,16,28,0,12,15.377078784305402,5.286583997076377,58.48695799795678,169.0
1787658018,10,,Aggregated,4.700000,0.000000,23,38,42,44,45,46,46,46,46,46,46,130,0,30,40.44817819936165,3.4803749949787743,466.3453339962871,2653.7153846153847
1787658020,10,GET,/feed,3.200000,0.000000,41,44,45,45,46,46,46,46,46,46,46,89,0,42,52.9776011458585,19.11370900052134,466.3453339962871,3908.0
1787658020,10,POST,/follow,0.800000,0.000000,8,8,10,10,12,12,12,12,12,12,12,15,0,9,13.211883331435578,3.4803749949787743,62.31554099940695,17.0
1787658020,10,POST,/posts,1.000000,0.000000,12,12,13,14,16,16,16,16,16,16,16,30,0,12,14.777229098884467,5.286583997076377,58.48695799795678,169.0
1787658020,10,,Aggregated,5.000000,0.000000,23,38,42,44,45,46,46,46,46,46,46,134,0,30,39.973892723279654,3.4803749949787743,466.3453339962871,2635.3507462686566
1787658021,10,GET,/feed,2.800000,0.000000,41,44,44,45,46,46,46,46,46,46,46,94,0,42,52.23065605295755,19.11370900052134,466.3453339962871,3908.0
1787658021,10,POST,/follow,0.900000,0.000000,8,8,10,10,12,12,12,12,12,12,12,15,0,9,13.211883331435578,3.4803749949787743,62.31554099940695,17.0
1787658021,10,POST,/posts,1.100000,0.000000,12,13,13,13,14,16,16,16,16,16,16,31,0,12,14.722776805302278,5.286583997076377,58.48695799795678,169.0
1787658021,10,,Aggregated,4.800000,0.000000,27,39,43,44,45,46,46,46,46,46,46,140,0,31,39.74475714224224,3.4803749949787743,466.3453339962871,2663.1857142857143
1787658022,10,GET,/feed,2.900000,0.000000,39,43,44,44,45,46,46,46,46,46,46,97,0,41,51.473125876074526,19.11370900052134,466.3453339962871,3908.0
1787658022,10,POST,/follow,0.900000,0.000000,8,8,10,10,12,12,12,12,12,12,12,16,0,9,12.812070310701529,3.4803749949787743,62.31554099940695,17.0
1787658022,10,POST,/posts,1.100000,0.000000,12,13,13,14,16,16,16,16,16,16,16,31,0,12,14.722776805302278,5.286583997076377,58.48695799795678,169.0
1787658022,10,,Aggregated,4.900000,0.000000,23,35,41,43,44,45,46,46,46,46,46,144,0,30,39.26591955496406,3.4803749949787743,466.3453339962871,2670.7430555555557
1787658023,10,GET,/feed,2.800000,0.000000,39,43,44,44,45,46,46,46,46,46,46,101,0,41,50.90286882153636,19.11370900052134,466.3453339962871,3908.0
1787658023,10,POST,/follow,0.900000,0.000000,8,9,10,10,12,12,12,12,12,12,12,17,0,9,12.604225527491721,3.4803749949787743,62.31554099940695,17.0
1787658023,10,POST,/posts,1.000000,0.000000,12,13,13,13,14,16,16,16,16,16,16,33,0,12,14.572205756408177,5.286583997076377,58.48695799795678,169.0
1787658023,10,,Aggregated,4.700000,0.000000,26,35,41,43,45,45,46,46,46,46,46,151,0,30,38.65128725101988,3.4803749949787743,466.3453339962871,2652.8079470198677
1787658024,15,GET,/feed,3.100000,0.000000,43,44,45,45,46,66,66,66,66,66,66,108,0,42,50.84568210171441,19.11370900052134,466.3453339962871,3908.0
1787658024,15,POST,/follow,0.700000,0.000000,9,10,12,12,50,50,50,50,50,50,50,18,0,9,14.667006998125645,3.4803749949787743,62.31554099940695,17.0
1787658024,15,POST,/posts,1.100000,0.000000,13,13,14,14,16,51,51,51,51,51,51,34,0,12,15.645961969472838,5.286583997076377,58.48695799795678,169.0
1787658024,15,,Aggregated,4.900000,0.000000,35,43,44,45,46,51,66,66,66,66,66,160,0,32,39.29564062445934,3.4803749949787743,466.3453339962871,2675.725
1787658025,20,GET,/feed,3.100000,0.000000,43,44,45,45,46,66,66,66,66,66,66,114,0,42,49.92585784196292,19.11370900052134,466.3453339962871,3908.0
1787658025,20,POST,/follow,0.700000,0.000000,9,10,11,12,50,50,50,50,50,50,50,19,0,9,14.475833366879286,3.4803749949787743,62.31554099940695,17.0
1787658025,20,POST,/posts,1.100000,0.000000,12,13,13,14,16,51,51,51,51,51,51,38,0,12,14.861288314836871,5.286583997076377,58.48695799795678,169.0
1787658025,20,,Aggregated,4.900000,0.000000,29,42,44,45,46,51,66,66,66,66,66,171,0,32,38.19483967203673,3.4803749949787743,466.3453339962871,2644.777777777778
1787658026,25,GET,/feed,3.000000,0.000000,42,44,45,45,46,64,66,66,66,66,66,126,0,41,48.68422590470078,19.11370900052134,466.3453339962871,3908.0
1787658026,25,POST,/follow,0.800000,0.000000,9,11,12,16,50,50,50,50,50,50,50,22,0,9,13.623837180189598,2.401499994448386,62.31554099940695,17.0
1787658026,25,POST,/posts,1.200000,0.000000,12,13,13,13,47,51,51,51,51,51,51,42,0,12,15.16214876114862,5.286583997076377,58.48695799795678,169.0
1787658026,25,,Aggregated,5.000000,0.000000,31,43,44,45,46,51,66,66,66,66,66,190,0,31,37.21445857855112,2.401499994448386,466.3453339962871,2630.9473684210525
1787658027,30,GET,/feed,3.500000,0.000000,42,44,45,45,59,66,66,76,76,76,76,137,0,42,48.3259127590462,19.11370900052134,466.3453339962871,3908.0
1787658027,30,POST,/follow,0.800000,0.000000,8,9,11,16,50,50,50,50,50,50,50,23,0,9,13.400112346141174,2.401499994448386,62.31554099940695,17.0
1787658027,30,POST,/posts,1.200000,0.000000,10,12,13,13,47,51,51,51,51,51,51,42,0,12,15.16214876114862,5.286583997076377,58.48695799795678,169.0
1787658027,30,,Aggregated,5.500000,0.000000,36,43,44,45,50,64,66,76,76,76,76,202,0,32,37.45377663326148,2.401499994448386,466.3453339962871,2687.5495049504952
1787658028,35,GET,/feed,4.600000,0.000000,39,44,44,45,61,65,66,76,76,76,76,150,0,41,47.09260531322798,19.11370900052134,466.3453339962871,3908.0
1787658028,35,POST,/follow,1.200000,0.000000,7,9,11,11,16,50,50,50,50,50,50,25,0,9,12.639489998400677,2.401499994448386,62.31554099940695,17.0
1787658028,35,POST,/posts,1.900000,0.000000,12,13,15,17,47,51,51,51,51,51,51,48,0,12,15.436463520018151,4.5555420001619495,58.48695799795678,169.0
1787658028,35,,Aggregated,7.700000,0.000000,29,42,44,45,50,64,66,76,76,76,76,223,0,30,36.41627038522459,2.401499994448386,466.3453339962871,2666.982062780269
1787658029,40,GET,/feed,5.500000,0.000000,38,43,44,45,59,65,66,76,76,76,76,167,0,40,45.599741053767154,18.513791997975204,466.3453339962871,3908.0
1787658029,40,POST,/follow,1.000000,0.000000,7,9,11,11,16,50,50,50,50,50,50,26,0,8,12.28665226769338,2.401499994448386,62.31554099940695,17.0
1787658029,40,POST,/posts,1.600000,0.000000,12,13,15,17,47,51,51,51,51,51,51,49,0,12,15.34873295836127,4.5555420001619495,58.48695799795678,169.0
1787658029,40,,Aggregated,8.100000,0.000000,28,41,44,44,51,64,66,66,76,76,76,242,0,29,35.89544475164812,2.401499994448386,466.3453339962871,2732.8884297520663
1787658030,45,GET,/feed,6.700000,0.000000,31,41,44,44,55,64,66,76,76,76,76,186,0,38,43.456241736308705,18.513791997975204,466.3453339962871,3908.0
1787658030,45,POST,/follow,1.000000,0.000000,4,7,9,11,16,50,50,50,50,50,50,30,0,8,11.117884732084349,2.401499994448386,62.31554099940695,17.0
1787658030,45,POST,/posts,2.100000,0.000000,10,12,13,13,45,47,51,51,51,51,51,56,0,11,14.173476927810823,3.3413749988540076,58.48695799795678,169.0
1787658030,45,,Aggregated,9.800000,0.000000,25,35,42,44,47,61,66,66,76,76,76,272,0,27,33.86070666497557,2.401499994448386,466.3453339962871,2709.051470588235
1787658031,50,GET,/feed,6.700000,0.000000,28,39,43,44,48,64,66,66,76,76,76,202,0,36,42.007015910622606,18.513791997975204,466.3453339962871,3908.0
1787658031,50,POST,/follow,1.000000,0.000000,4,6,9,9,16,50,50,50,50,50,50,32,0,8,10.600929655083746,2.345040993532166,62.31554099940695,17.0
1787658031,50,POST,/posts,2.100000,0.000000,8,10,12,13,25,47,51,51,51,51,51,64,0,10,13.297928405449966,3.2679169962648302,58.48695799795678,169.0
1787658031,50,,Aggregated,9.800000,0.000000,23,31,39,43,45,59,65,66,76,76,76,298,0,25,32.468840204218935,2.345040993532166,466.3453339962871,2687.1677852348994
1787658032,50,GET,/feed,9.700000,0.000000,26,35,42,43,45,61,66,66,76,76,76,223,0,32,40.208414080585385,18.513791997975204,466.3453339962871,3908.0
1787658032,50,POST,/follow,1.500000,0.000000,4,6,8,8,16,50,50,50,50,50,50,34,0,8,10.3050979988064,2.345040993532166,62.31554099940695,17.0
1787658032,50,POST,/posts,2.500000,0.000000,7,8,10,12,25,47,51,51,51,51,51,71,0,9,12.498193689270279,3.2679169962648302,58.48695799795678,169.0
1787658032,50,,Aggregated,13.700000,0.000000,21,27,35,41,45,56,65,66,76,76,76,328,0,24,31.11043117032972,2.345040993532166,466.3453339962871,2695.307926829268
1787658033,50,GET,/feed,10.800000,0.000000,25,31,37,41,45,56,64,65,76,76,76,238,0,32,39.41921517222351,18.513791997975204,466.3453339962871,3908.0
1787658033,50,POST,/follow,1.700000,0.000000,4,4,6,8,11,16,16,16,16,16,16,38,0,6,9.69660960445732,2.345040993532166,62.31554099940695,17.0
1787658033,50,POST,/posts,3.300000,0.000000,7,8,9,10,15,25,47,47,47,47,47,76,0,8,12.06911790684803,3.2679169962648302,58.48695799795678,169.0
1787658033,50,,Aggregated,15.800000,0.000000,21,26,31,35,43,47,64,65,76,76,76,352,0,24,30.305390161588136,2.345040993532166,466.3453339962871,2680.6647727272725
1787658034,50,GET,/feed,12.600000,0.000000,24,28,35,40,44,56,64,65,76,76,76,257,0,30,38.415950719793265,18.513791997975204,466.3453339962871,3908.0
1787658034,50,POST,/follow,1.800000,0.000000,4,4,6,6,8,16,16,16,16,16,16,39,0,6,9.537242486541613,2.345040993532166,62.31554099940695,17.0
1787658034,50,POST,/posts,3.900000,0.000000,6,7,10,12,17,25,47,47,47,47,47,81,0,8,11.991746974178378,3.2679169962648302,58.48695799795678,169.0
1787658034,50,,Aggregated,18.300000,0.000000,21,25,28,34,43,48,61,64,76,76,76,377,0,23,29.751149328568808,2.345040993532166,466.3453339962871,2702.1432360742706
1787658035,50,GET,/feed,13.600000,0.000000,23,26,31,35,43,56,61,65,76,76,76,277,0,28,37.20814185919402,18.513791997975204,466.3453339962871,3908.0
1787658035,50,POST,/follow,2.100000,0.000000,4,4,4,4,8,8,8,8,8,8,8,40,0,6,9.407954149355646,2.345040993532166,62.31554099940695,17.0
1787658035,50,POST,/posts,4.300000,0.000000,6,7,9,11,17,25,47,47,47,47,47,84,0,8,11.719743117888962,3.2679169962648302,58.48695799795678,169.0
1787658035,50,,Aggregated,20.000000,0.000000,21,23,26,28,41,45,59,64,76,76,76,401,0,22,29.095840106916818,2.345040993532166,466.3453339962871,2736.638403990025
1787658036,50,GET,/feed,14.800000,0.000000,22,25,27,31,42,44,56,64,65,65,65,297,0,27,36.34208811785883,18.513791997975204,466.3453339962871,3908.0
